Museum.Name,Legal.Name,Museum.Type,State..Administrative.Location.,Region.Code..AAM.,Is.Museum,Tax.Year,Annual.Revenue
GUMBO LIMBO NATURE CENTER,GUMBO LIMBO NATURE CENTER INC,NATURAL HISTORY MUSEUM,FL,3,TRUE,2013,687535
HAGAN WILDWOOD RESTORATION ASSOCIATION,HAGAN WILDWOOD RESTORATION ASSOCIATION INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
HAITIAN HERITAGE MUSEUM CORP,HAITIAN HERITAGE MUSEUM CORP,GENERAL MUSEUM,FL,3,TRUE,2013,233662
HAITIAN HERTIAGE MUSEUM,HAITIAN HERITAGE MUSEUM CORP,GENERAL MUSEUM,FL,3,TRUE,2013,233662
HAITIAN MUSEUM OF ART AND CULTURE,HAITIAN MUSEUM OF ART AND CULTURE INC,ART MUSEUM,FL,3,TRUE,2013,0
HALIFAX HISTORICAL SOCIETY,HALIFAX HISTORICAL SOCIETY,HISTORIC PRESERVATION,FL,3,FALSE,2013,77769
HALL OF FAME COMMITTEE OF UM,HALL OF FAME COMMITTEE OF UM INC,GENERAL MUSEUM,FL,3,TRUE,2013,83125
HANDS ON CHILDREN'S MUSEUM,HANDS ON CHILDRENS MUSEUM INC,CHILDREN'S MUSEUM,FL,3,TRUE,2013,217233
HARDEE COUNTY BUILDERS ASSOCIATION SPECIAL PROJECTS,HARDEE COUNTY BUILDERS ASSOCIATION SPECIAL PROJECTS INC,GENERAL MUSEUM,FL,3,TRUE,2013,0
HAVERY W LEE JR MEMORIAL GALLERY,BETHUNE-COOKMAN UNIVERSITY,ART MUSEUM,FL,3,TRUE,2013,253350921
HEART GALLERY OF PINELLAS & PASCO,HEART GALLERY OF PINELLAS & PASCO,ART MUSEUM,FL,3,TRUE,2013,188058
HENRY MORRISON FLAGLER MUSEUM,HENRY MORRISON FLAGLER MUSEUM,HISTORY MUSEUM,FL,3,TRUE,2013,4144898
HERITAGE CROSSROADS,HERITAGE CROSSROADS INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
HIGHLANDS ART LEAGUE,HIGHLANDS ART LEAGUE INC,ART MUSEUM,FL,3,TRUE,2013,59281
HISTORIC AIRCRAFT SOCIETY,HISTORIC AIRCRAFT SOCIETY,HISTORY MUSEUM,FL,3,TRUE,2013,0
HISTORIC APALACHICOLA,HISTORIC APALACHICOLA INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,31179
HISTORIC CENTRAL ACADEMY PRESERVATION AND COMMUNITY DEVELOP,HISTORIC CENTRAL ACADEMY PRESERVATION AND COMMUNITY DEVELOP,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
HISTORIC FLORIDA KEYS FOUNDATION,HISTORIC FLORIDA KEYS FOUNDATION INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,444426
HISTORIC FLORIDA MILITIA,HISTORIC FLORIDA MILITIA INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
HISTORIC HAILE HOMESTEAD,HISTORIC HAILE HOMESTEAD INC,HISTORY MUSEUM,FL,3,TRUE,2013,41310
HISTORIC MARKERS,HISTORIC MARKERS INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,97469
HISTORIC PRESERVATION ASSOCIATION OF CORAL GABLES,HISTORIC PRESERVATION ASSOCIATION OF CORAL GABLES INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
HISTORIC PUGHSVILLE ASSOCIATION,HISTORIC PUGHSVILLE ASSOCIATION INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
HISTORICAL SOCIETY OF AVON PARK,THE HISTORICAL SOCIETY OF AVON PARK,HISTORIC PRESERVATION,FL,3,FALSE,2013,11264
HISTORICAL SOCIETY OF FORT MEADE FLORIDA,HISTORICAL SOCIETY OF FORT MEADE FLORIDA INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,9767
HISTORICAL SOCIETY OF MARTIN COUNTY,HISTORICAL SOCIETY OF MARTIN COUNTY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,3197568
HISTORICAL SOCIETY OF NORTH BREVARD,HISTORICAL SOCIETY OF NORTH BREVARD INCORPORATED,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
HOBE SOUND NATURE CENTER FOUNDATION,HOBE SOUND NATURE CENTER FOUNDATION INC,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",FL,3,FALSE,2013,0
HOLLYWOOD HISTORICAL SOCIETY,THE HOLLYWOOD HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,18832
HOLOCAUST DOCUMENTATION & EDUCATION CENTER,HOLOCAUST DOCUMENTATION & EDUCATION CENTER INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,2021086
HOLY LAND EXPERIENCE SCRIPTORIUM,HOLY LAND EXPERIENCE MINISTRIES INC,GENERAL MUSEUM,FL,3,TRUE,2013,12334129
INDIAN RIVER COUNTY HISTORICAL SOCIETY,INDIAN RIVER COUNTY HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,57103
INTERNATIONAL MUSEUM OF RADIANT PEACE,THE RADIANT PEACE FOUNDATION INTERNATIONAL INC,GENERAL MUSEUM,FL,3,TRUE,2013,70163
INVESTIGATION STATION,INVESTIGATION STATION INC,CHILDREN'S MUSEUM,FL,3,TRUE,2013,0
JACKSONVILLE ARBORETUM & GARDENS,JACKSONVILLE ARBORETUM & GARDENS INC,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",FL,3,FALSE,2013,52244
JACKSONVILLE HISTORIC NAVAL SHIP ASSOCIATION,JACKSONVILLE HISTORIC NAVAL SHIP ASSOCIATION INC,HISTORY MUSEUM,FL,3,TRUE,2013,153755
JACKSONVILLE MARITIME MUSEUM SOCIETY,JACKSONVILLE MARITIME MUSEUM SOCIETY INC,HISTORY MUSEUM,FL,3,TRUE,2013,0
JACKSONVILLE UNIVERSITY LIFE SCIENCES MUSEUM,JACKSONVILLE UNIVERSITY,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,FL,3,TRUE,2013,221708952
JACKSONVILLE ZOO,JACKSONVILLE ZOOLOGICAL SOCIETY INC,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",FL,3,FALSE,2013,20483672
JEFFERSON COUNTY HISTORIC ASSOCIATION,JEFFERSON COUNTY HISTORIC ASSN INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
JESSIE PORTER'S HERITAGE HOUSE MUSEUM AND ROBERT FROST COTTAGE,NATIONAL ARMED SERVICES & LAW ENFORCEMENT MEMORIAL MUSEUM I,GENERAL MUSEUM,FL,3,TRUE,2013,98266
JEWISH HISTORICAL SOCIETY OF SOUTHWEST FLORIDA,JEWISH HISTORICAL SOCIETY OF SOUTHWEST FLORIDA INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
JEWISH MUSEUM OF FLORIDA,JEWISH MUSEUM OF FLORIDA INC,GENERAL MUSEUM,FL,3,TRUE,2013,114962
JUNIOR MUSEUM OF BAY COUNTY,SCIENCE & DISCOVERY CENTER OF NORTHWEST FLORIDA INC,CHILDREN'S MUSEUM,FL,3,TRUE,2013,389892
JUPITER ISLAND HISTORICAL SOCIETY,JUPITER ISLAND HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,56136
KEY BISCAYNE HISTORICAL AND HERITAGE SOCIETY,KEY BISCAYNE HISTORICAL AND HERITAGE SOCIETY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,33540
KEY WEST ART CENTER,KEY WEST ART CENTER INC,ART MUSEUM,FL,3,TRUE,2013,132028
KEY WEST HARRY S. TRUMAN FOUNDATION,KEY WEST HARRY S TRUMAN FOUNDATION INC,GENERAL MUSEUM,FL,3,TRUE,2013,260172
KITTINGER F-4 PARK,KITTINGER F 4 PARK INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,65973
KORESHAN STATE HISTORICAL SITE,FRIENDS OF KORESHAN STATE HISTORIC SITE INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,37204
LAKE ALFRED HISTORICAL SOCIETY,LAKE ALFRED HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
LAKE COUNTY HISTORICAL SOCIETY,LAKE COUNTY HISTORICAL SOCIETY,HISTORIC PRESERVATION,FL,3,FALSE,2013,507420
LAKE PARK HISTORICAL SOCIETY,LAKE PARK HISTORICAL SOCIETY,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
LAKE WALES MUSEUM AND CULTURAL CENTER,MOUNTAIN LAKE COMMUNITY SERVICE INC,GENERAL MUSEUM,FL,3,TRUE,2013,193644
LARGO CENTRAL RAILROAD,LARGO CENTRAL RAILROAD INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,54204
LAURA JEPSEN INSTITUTE,LAURA JEPSEN INSTITUTE INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
LEE COUNTY BLACK HISTORY SOCIETY,LEE COUNTY BLACK HISTORY SOCIETY INC,HISTORY MUSEUM,FL,3,TRUE,2013,0
LIGHT BOX AT GOLDMAN WAREHOUSE,LIGHTBOX AT GOLDMAN WAREHOUSE INC,GENERAL MUSEUM,FL,3,TRUE,2013,190046
LINCOLN MOTOR CAR HERITAGE MUSEUM AND RESEARCH FOUNDATION,LINCOLN MOTOR CAR HERITAGE MUSEUM AND RESEARCH FOUNDATION I,GENERAL MUSEUM,FL,3,TRUE,2013,490033
LINKAGES AND LEGACIES,LINKAGES AND LEGACIES INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
LITTLE WHITE HOUSE,KEY WEST HARRY S TRUMAN FOUNDATION INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,260172
LIVING LEGENDS AUTO RACING,LIVING LEGENDS OF AUTO RACING INC,GENERAL MUSEUM,FL,3,TRUE,2013,79819
LOCUST PROJECTS,LOCUST PROJECTS INC,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,FL,3,TRUE,2013,458170
LOWRY PARK ZOOLOGICAL SOCIETY OF TAMPA,LOWRY PARK ZOOLOGICAL SOCIETY OF TAMPA INC,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",FL,3,FALSE,2013,16095656
LOXAHATCHEE RIVER HISTORICAL SOCIETY,LOXAHATCHEE RIVER HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,692774
LUCIEN AIGNER MUSEUM,LUCIEN AIGNER MUSEUM INC,GENERAL MUSEUM,FL,3,TRUE,2013,0
MACARTHUR BEACH STATE PARK,FRIENDS OF MACARTHUR BEACH STATE PARK INC,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",FL,3,FALSE,2013,959344
MAITLAND ART AND HISTORY ASSOCIATION,MAITLAND ART AND HISTORY ASSOCIATION INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,1716126
MAITLAND HISTORICAL SOCIETY,MAITLAND ART AND HISTORY ASSOCIATION INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,1716126
MARCO ISLAND DISCOVERY CENTER,MARCO ISLAND DISCOVERY CENTER INC,CHILDREN'S MUSEUM,FL,3,TRUE,2013,4150
MARCO ISLAND HISTORICAL MUSEUM,MARCO ISLAND HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,1005700
MARCO ISLAND HISTORICAL SOCIETY,MARCO ISLAND HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,1005700
MARINE DISCOVERY CENTER,MARINE DISCOVERY CENTER INC,GENERAL MUSEUM,FL,3,TRUE,2013,421805
MARINE SCIENCE CENTER,FRIENDS OF THE MARINE SCIENCE CENTER INC,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,FL,3,TRUE,2013,32097
MARITIME RESEARCH INSTITUTE,MARITIME RESEARCH INSTITUTE,HISTORIC PRESERVATION,FL,3,FALSE,2013,1188
MARJORY STONEMAN DOUGLAS BISCAYNE NATURE CENTER,MARJORY STONEMAN DOUGLAS BISCAYNE NATURE CENTER,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",FL,3,FALSE,2013,846498
MARY MCLEOD BETHUNE HOME,BETHUNE-COOKMAN UNIVERSITY,HISTORIC PRESERVATION,FL,3,FALSE,2013,253350921
MEL FISHER MARITIME HERITAGE SOCIETY,MEL FISHER MARITIME HERITAGE SOCIETY INC,HISTORY MUSEUM,FL,3,TRUE,2013,4336368
MEL FISHER MARITIME HERITAGE SOCIETY MUSEUM,MEL FISHER MARITIME HERITAGE SOCIETY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,4336368
MEL FISHER'S TREASURE MUSEUM,MEL FISHER MARITIME HERITAGE SOCIETY INC,GENERAL MUSEUM,FL,3,TRUE,2013,4336368
MHS HALL OF FAME,MHS HALL OF FAME INC,GENERAL MUSEUM,FL,3,TRUE,2013,11217
MIAMI ART SPACE,MUSEUM OF SCIENCE INC,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,FL,3,TRUE,2013,144527199
MIAMI BEACH BOTANICAL GARDEN,MIAMI BEACH GARDEN CONSERVANCY INC,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",FL,3,FALSE,2013,328068
MIAMI MUSEUM OF SCIENCE,MUSEUM OF SCIENCE INC,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,FL,3,TRUE,2013,144527199
MIAMI SPRINGS HISTORICAL SOCIETY,MIAMI SPRINGS HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,25214
MIDDLE DISTRICT OF FLORIDA HISTORICAL SOCIETY,THE@HISTORICAL SOCIETY OF UNITED STATES DISTRICT COURT FOR,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
MIDDLE PASSAGE CEREMONIES AND PORT MARKERS PROJECT,MIDDLE PASSAGE CEREMONIES AND PORT MARKERS PROJECT INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
MILITARY HERITAGE MUSEUM,MILITARY HERITAGE MUSEUM INC,GENERAL MUSEUM,FL,3,TRUE,2013,284377
MILITARY MUSEUM OF SOUTH FLORIDA AT NAS RICHMOND,FRIENDS OF THE MILITARY MUSEUM OF SOUTH FLORIDA AT NAS RICH,HISTORY MUSEUM,FL,3,TRUE,2013,439898
MORIKAMI MUSEUM AND JAPANESE GARDENS,MORIKAMI INC,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",FL,3,FALSE,2013,1612952
MUSEUM OF APOPKANS,APOPKA HISTORICAL SOCIETY INC,GENERAL MUSEUM,FL,3,TRUE,2013,20764
MUSEUM OF ART AND CULTURE HAITIAN,HAITIAN MUSEUM OF ART AND CULTURE INC,ART MUSEUM,FL,3,TRUE,2013,0
MUSEUM OF ARTS AND SCIENCES,MUSEUM OF ARTS AND SCIENCES,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,FL,3,TRUE,2013,2919605
MUSEUM OF CONTEMPORARY ART,MUSEUM OF CONTEMPORARY ART INC,ART MUSEUM,FL,3,TRUE,2013,2840183
MUSEUM OF FINE ARTS,MUSEUM OF FINE ARTS OF ST PETERSBURG FLA INC,ART MUSEUM,FL,3,TRUE,2013,7809126
MUSEUM OF FINE ARTS OF ST PETERSBURG FLA,MUSEUM OF FINE ARTS OF ST PETERSBURG FLA INC,ART MUSEUM,FL,3,TRUE,2013,7809126
MUSEUM OF FLORIDA ART,MUSEUM OF FLORIDA ART DELAND FLORIDA,ART MUSEUM,FL,3,TRUE,2013,1192280
MUSEUM OF LIFESTYLE & FASHION HISTORY,MUSEUM OF LIFESTYLE & FASHION HISTORY INC,GENERAL MUSEUM,FL,3,TRUE,2013,0
MUSEUM OF LIFESTYLE AND FASHION,MUSEUM OF LIFESTYLE & FASHION HISTORY INC,GENERAL MUSEUM,FL,3,TRUE,2013,0
MUSEUM OF MILITARY MEMORABILIA,MUSEUM OF MILITARY MEMORABILIA INC,GENERAL MUSEUM,FL,3,TRUE,2013,0
MUSEUM OF SCIENCE,MUSEUM OF SCIENCE INC,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,FL,3,TRUE,2013,144527199
MUSEUM OF THE AMERICAS,MUSEUM OF THE AMERICAS,GENERAL MUSEUM,FL,3,TRUE,2013,102889
MUSEUMS OF FLORIDA HISTORY,FRIENDS OF THE MUSEUMS OF FLORIDA HISTORY INC,GENERAL MUSEUM,FL,3,TRUE,2013,468425
MYAKKA CITY HISTORICAL SOCIETY,MYAKKA CITY HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
NAPLES ART ASSOCIATION,NAPLES ART ASSOCIATION,GENERAL MUSEUM,FL,3,TRUE,2013,2000774
NAPLES BACKYARD HISTORY,NAPLES BACKYARD HISTORY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,65328
NAPLES BOTANICAL GARDEN,NAPLES BOTANICAL GARDEN INC,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",FL,3,FALSE,2013,8031686
NAPLES ZOO,NAPLES ZOO INC,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",FL,3,FALSE,2013,4002971
NATIONAL ARMED SERVICES-LAW MUSEUM,NATIONAL ARMED SERVICES & LAW ENFORCEMENT MEMORIAL MUSEUM I,GENERAL MUSEUM,FL,3,TRUE,2013,98266
NAVAL AVIATION MUSEUM FOUNDATION,NAVAL AVIATION MUSEUM FOUNDATION INC,GENERAL MUSEUM,FL,3,TRUE,2013,6408010
NAVY SEAL MUSEUM,UDT-SEAL MUSEUM ASSOCIATION INC,GENERAL MUSEUM,FL,3,TRUE,2013,4218291
NAVY UDT-SEAL MUSEUM,UDT-SEAL MUSEUM ASSOCIATION INC,GENERAL MUSEUM,FL,3,TRUE,2013,4218291
NEUROSCIENCE CENTERS OF FLORIDA FOUNDATION,NEUROSCIENCE CENTERS OF FLORIDA FOUNDATION INC,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,FL,3,TRUE,2013,2606523
NEXT GENERATION OF HOLOCAUST SURVIVORS,NEXT GENERATION OF HOLOCAUST SURVIVORS INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,87327
NORMAN STUDIOS SILENT FILM MUSEUM,NORMAN STUDIOS SILENT FILM MUSEUMINC,GENERAL MUSEUM,FL,3,TRUE,2013,0
NORTH PINELLAS HISTORICAL MUSEUM,PALM HARBOR COMMUNITY SERVICE AGENCY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,3114191
NORTON GALLERY AND SCHOOL OF ART,NORTON MUSEUM OF ART INC,ART MUSEUM,FL,3,TRUE,2013,13397844
NORTON MUSEUM OF ART,NORTON MUSEUM OF ART INC,ART MUSEUM,FL,3,TRUE,2013,13397844
OCEAN REEF CULTURAL CENTER,OCEAN REEF CULTURAL CENTER INC,GENERAL MUSEUM,FL,3,TRUE,2013,2762799
OKEECHOBEE HISTORICAL SOCIETY,OKEECHOBEE HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,1777
OLD FIRE HOUSE PRESERVATION INC PRESERVATION,OLD FIRE HOUSE PRESERVATION INC PRESERVATION,HISTORY MUSEUM,FL,3,TRUE,2013,0
OLD PUNTA GORDA,OLD PUNTA GORDA INC,HISTORY MUSEUM,FL,3,TRUE,2013,54862
OLD SCHOOL SQUARE,DELRAY BEACH CENTER FOR THE ARTS INC,GENERAL MUSEUM,FL,3,TRUE,2013,6924834
OLD SEMINOLE HEIGHTS PRESERVATION CONSORTIUM,OLD SEMINOLE HEIGHTS PRESERVATION CONSORTIUM INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
OLDSMAR HISTORICAL SOCIETY,OLDSMAR HISTORICAL SOCIETY,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
ORMOND BEACH HISTORAL TRUST,ORMOND BEACH HISTORICAL SOCIETY INC,GENERAL MUSEUM,FL,3,TRUE,2013,261480
ORMOND BEACH HISTORICAL SOCIETY,ORMOND BEACH HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,261480
ORTEGA PRESERVATION SOCIETY,ORTEGA PRESERVATION SOCIETY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
OSCEOLA COUNTY HISTORICAL SOCIETY,OSCEOLA COUNTY HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,537256
OVIEDO PRESERVATION PROJECT,OVIEDO PRESERVATION PROJECT INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,14325
PALM BEACH INSTITUTE OF CONTEMPORARY ART,PALM BEACH CANCER INSTITUTE FOUNDATION INC,ART MUSEUM,FL,3,TRUE,2013,242329
PANHANDLE PIONEER SETTLEMENT,PANHANDLE PIONEER SETTLEMENT INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,95632
PAPER MUSEUM,PAPER MUSEUM INC,GENERAL MUSEUM,FL,3,TRUE,2013,2701
PENSACOLA LIGHTHOUSE,PENSACOLA LIGHTHOUSE ASSOCIATION INC,GENERAL MUSEUM,FL,3,TRUE,2013,720200
PENSACOLA MESS HALL,PENSACOLA MESS HALL,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,FL,3,TRUE,2013,461534
PEREZ ART MUSEUM MIAMI,JORGE M PEREZ ART MUSEUM OF MIAMI DADE COUNTY INC,ART MUSEUM,FL,3,TRUE,2013,55305993
PIAG MUSEUM,PIAG MUSEUM INC,GENERAL MUSEUM,FL,3,TRUE,2013,0
PIER AQUARIUM,PIER AQUARIUM INC,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",FL,3,FALSE,2013,653619
PLANT CITY PHOTO ARCHIVES,PLANT CITY PHOTO ARCHIVES INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,174613
PLEASANT STREET HISTORIC SOCIETY,PLEASANT STREET HISTORIC SOCIETY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
POLK COUNTY HISTORICAL MUSEUM,HISTORICAL SOCIETY OF POLK COUNTY MISSOURI INC,HISTORIC PRESERVATION,FL,4,FALSE,2013,3464
POPE AND MARGARET DUNCAN GALLERY OF ART,STETSON UNIVERSITY INC,ART MUSEUM,FL,3,TRUE,2013,383969094
PORT ST LUCIE HISTORICAL SOCIETY,THE PORT ST LUCIE HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,4969
PRESERVATION FOUNDATION OF PALM BEACH,PRESERVATION FOUNDATION OF PALM BEACH INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,1622217
PRESERVATION OF JACKSONVILLE BEACH ELEMENTARY SCHOOL,JACKSONVILLE BEACH ELEMENTARY SCHOOL PRESERVATION FUND INC,HISTORY MUSEUM,FL,3,TRUE,2013,56079
PRICE OF FREEDOM MUSEUM,PRICE OF FREEDOM MUSEUM INC,GENERAL MUSEUM,FL,3,TRUE,2013,0
PROJECT DISCOVERY,PROJECT DISCOVERY INC,GENERAL MUSEUM,FL,3,TRUE,2013,0
PUNTA GORDA HISTORIC MURAL SOCIETY,PUNTA GORDA HISTORIC MURAL SOCIETY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
PUNTA GORDA HISTORY CENTER,PUNTA GORDA HISTORY CENTER INC,HISTORY MUSEUM,FL,3,TRUE,2013,511
RILEY HOUSE MUSEUM,JOHN GILMORE RILEY CENTER-MUSEUM FOR AFRICAN AMERICAN HISTO,GENERAL MUSEUM,FL,3,TRUE,2013,340056
RIVERSIDE-AVONDALE PRESERVATION,RIVERSIDE-AVONDALE PRESERVATION INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,482304
ROAD TO VICTORY MILITARY MUSEUM,ROAD TO VICTORY MILITARY MUSEUM INC,GENERAL MUSEUM,FL,3,TRUE,2013,17557
RUSKIN HISTORICAL TRUST,RUSKIN HISTORICAL TRUST,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
SAINT AUGUSTINE LIGHTHOUSE AND MUSEUM,SAINT AUGUSTINE LIGHTHOUSE AND MUSEUM INC,HISTORY MUSEUM,FL,3,TRUE,2013,2176562
SAINT PETERSBURG PRESERVATION,SAINT PETERSBURG PRESERVATION INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
SALON DE LA FAMA DEL DEPORTE CUBANO,SALON DE LA FAMA DEL DEPORTE CUBANO INC,GENERAL MUSEUM,FL,3,TRUE,2013,0
SAM AND CHRISTINE TROPHIA BUTTERFLY RESEARCH AND EDUCATION CENTER,SAM AND CHRISTINE TROPHIA BUTTERFLY RESEARCH AND EDUCATION,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",FL,3,FALSE,2013,18235
SAM SIRIANNI MEMORIAL,SAM SIRIANNI MEMORIAL INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
SANFORD HISTORIC TRUST,SANFORD HISTORIC TR INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
SANIBEL HISTORICAL MUSEUM AND VILLAGE,THE SANIBEL HISTORICAL MUSEUM AND VILLAGE INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,208535
SANTA ROSA HISTORICAL SOCIETY,SANTA ROSA HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,-8973
SARASOTA ALLIANCE FOR HISTORIC PRESERVATION,SARASOTA ALLIANCE FOR HISTORIC PRESERVATION INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
SARASOTA MODEL RAILROAD CLUB,SARASOTA MODEL RAILROAD CLUB INC,GENERAL MUSEUM,FL,3,TRUE,2013,64231
SCHOOLHOUSE CHILDREN'S MUSEUM AND LEARNING CENTER,BOYNTON CULTURAL CENTRE INC,CHILDREN'S MUSEUM,FL,3,TRUE,2013,286455
SCHOONER WESTERN UNION PRESERVATION SOCIETY,SCHOONER WESTERN UNION PRESERVATION SOCIETY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,387141
SCIENCE CENTER OF PINELLAS COUNTY,SCIENCE CENTER OF PINELLAS COUNTY INC,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,FL,3,TRUE,2013,706380
SEBRING HISTORICAL SOCIETY,SEBRING HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
SHELL MUSEUM AND EDUCATIONAL FOUNDATION,SHELL MUSEUM AND EDUCATIONAL FOUNDATION INC,GENERAL MUSEUM,FL,3,TRUE,2013,2501950
SMITHSONIAN MARINE STATION,CAYUGA NATURE CENTER INC,"ARBORETUM, BOTANICAL GARDEN, OR NATURE CENTER",FL,2,FALSE,2013,545738
SOBE LOCAL,SOBE LOCAL INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
SOUTH BREVARD HISTORICAL SOCIETY,SOUTH BREVARD HISTORICAL SOCIETY INC,HISTORIC PRESERVATION,FL,3,FALSE,2013,0
SOUTH FLORIDA MUSEUM,SOUTH FLORIDA MUSEUM & BISHOP PLANETARIUM INC,NATURAL HISTORY MUSEUM,FL,3,TRUE,2013,8418398
SOUTH FLORIDA MUSEUM OF NATURAL HISTORY,SOUTH FLORIDA MUSEUM & BISHOP PLANETARIUM INC,NATURAL HISTORY MUSEUM,FL,3,TRUE,2013,8418398
SOUTH FLORIDA PIONEER MUSEUM,SOUTH FLORIDA PIONEER MUSEUM INC,HISTORY MUSEUM,FL,3,TRUE,2013,3375
SOUTH FLORIDA SCIENCE MUSEUM,SOUTH FLORIDA SCIENCE CENTER & AQUARIUM INC,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,FL,3,TRUE,2013,5913868
